questions,output
"hey doc, so I’ve had this weird taste in my mouth the past few days, kinda metallic? I read it might be related to iron or something, but I haven’t changed anything I eat or take. do you think it’s nothing or should I come in? just curious what it might be.","{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Internal Medicine"",
    ""Nutrition""
  ],
  ""symptoms"": [
    ""weird taste in mouth"",
    ""metallic taste""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
"Dear Doctor, 

My husband, age 52, has been experiencing intermittent palpitations over the past three weeks, often radiating to his left scapula. He reports no chest pain but feels a bit lightheaded afterward. He has a history of hypertension, well-controlled on amlodipine, and no previous cardiac issues. He finally agreed to let me message you after these episodes became more frequent and lasted longer. We're unsure if this warrants further evaluation or adjustment of his medication. He’s also noticed some paresthesia in his ulnar distribution, but only occasionally. Would you recommend any immediate testing or a follow-up appointment? 

Thank you for your guidance.","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Neurology""
  ],
  ""symptoms"": [
    ""palpitations"",
    ""lightheadedness"",
    ""paresthesia""
  ],
  ""condition"": ""Hypertension"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
My kid who just turned 8 has been having these weird rashes on her arms and legs. They look kinda red and bumpy but not sore. I was at the park yesterday and she was scratching a lot. Do I need to bring her in or should I give her something? Thanks.,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Pediatrics"",
    ""Allergy & Immunology""
  ],
  ""symptoms"": [
    ""rashes"",
    ""scratching""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
hey doc my wife been saying her stomache feels off and like she got somethin botherin her all the time den she says her back hurt a lil and she been goin pee alot idk if its somethin serious she eatin bad too most da time could that be sumthing bad? she was at her sisters house yesterday she says she feels tired too idk what to do.,"{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Urology"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""stomach discomfort"",
    ""back pain"",
    ""frequent urination"",
    ""fatigue""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
hey doc i just realized ive been taking my lisinopril n my headaches r worse than usual is that normal idk if i should stop or wut thx,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Neurology"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""headaches""
  ],
  ""condition"": ""Hypertension"",
  ""sentiment"": ""Confused"",
  ""urgency_level"": ""Medium""
}"
"Hi, I accidentally took an extra sugar pill yesterday by mistake. Will that mess up my medication or do I need to do anything? Also, my good kidney sometimes hurts a little when I walk. Is that normal? Thank you.","{
  ""department"": ""Nephrology"",
  ""accepted_department"": [
    ""Nephrology"",
    ""Pharmacy"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""pain in the kidney""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Hey, I just wanted to follow up from my daughter's appointment last week. She's still having that persistent cough and occasional wheezing, but her fever is gone. The doctor mentioned it might be viral, but I'm worried because she’s been extra tired and not eating much. We’ve used her inhaler a couple of times as needed, but I feel like it’s not helping much anymore. Do you think we should get her checked for pneumonia or something else? I feel a bit overwhelmed since she’s been like this for over a week now. Any advice?","{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Pulmonology"",
    ""Infectious Disease""
  ],
  ""symptoms"": [
    ""persistent cough"",
    ""occasional wheezing"",
    ""tiredness"",
    ""poor appetite""
  ],
  ""condition"": ""Asthma"",
  ""sentiment"": ""Overwhelmed"",
  ""urgency_level"": ""Medium""
}"
my mom is 74 and she keeps sayin her chest bone hurts but she says she feels fine but i can tell she looks kinda tired and she not wantin to go to doctor she just says its probably nothin but im kinda worried bc she got sugar acting up and her good kidney so idk if this is serious or what do i do?,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Endocrinology"",
    ""Nephrology""
  ],
  ""symptoms"": [
    ""chest bone pain"",
    ""tiredness""
  ],
  ""condition"": ""Diabetes"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"hey, my dad (78) just started taking lisinopril last week and he's been feeling dizzy and tired all the time. is that normal? should he stop taking it?","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Geriatrics"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""dizziness"",
    ""tired""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
is it normal for my 4-year-old daughter to have a rash that comes and goes?,"{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Dermatology"",
    ""Allergy & Immunology""
  ],
  ""symptoms"": [
    ""rash""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Hey, I just wanted to follow up on my son's last checkup. He's been complaining about intermittent ear pain that's worse at night and some mild dizziness, but no fever or hearing loss. It started about a week ago after he had a cold. I know we discussed possibly seeing an ENT if it didn’t improve, but I’m getting worried it might be something more than just fluid or an infection. Any advice?","{
  ""department"": ""ENT"",
  ""accepted_department"": [
    ""ENT"",
    ""Pediatrics"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""intermittent ear pain"",
    ""mild dizziness""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"My dad, age 81, has been experiencing intermittent palpitations over the past two weeks, usually lasting a few seconds but sometimes recurring multiple times a day. He complains of a mild discomfort radiating to the left scapula during episodes, but denies chest pain or shortness of breath. He has a history of hypertension and atrial fibrillation, for which he's on apixaban 5 mg BID. He refuses to go to the ER, but I’m concerned because the episodes seem to be increasing in frequency. He keeps saying he's fine but I can tell he's a bit more winded than usual. Would a follow-up ECG or perhaps a Holter monitor be advisable? Appreciate any guidance.","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Geriatrics""
  ],
  ""symptoms"": [
    ""intermittent palpitations"",
    ""mild discomfort radiating to left scapula"",
    ""winded""
  ],
  ""condition"": [
    ""Hypertension"",
    ""Atrial Fibrillation""
  ],
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"hey doc, my dad who's 81 has been taking lisinopril for high blood pressure but this week he's been feeling very dizzy when he stands up. is that normal? should we do anything about it?","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Geriatrics"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""dizziness""
  ],
  ""condition"": ""High Blood Pressure"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
my wife been having really bad stomach pain rn idk what to do pls help,"{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Primary Care"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""stomach pain""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""High""
}"
My dad keeps saying his back hurts but he won't go to the doctor. It started like a week ago and now he's also complainin he feels real tired all the time. He has high blood pressure and takes pills for it. I don't know if it's somethin serious or just old age but he keeps saying he's fine even when I can see he's not. Can you tell me what I should do or if I should take him somewhere? Thanks.,"{
  ""department"": ""Internal Medicine"",
  ""accepted_department"": [
    ""Internal Medicine"",
    ""Primary Care"",
    ""Geriatrics""
  ],
  ""symptoms"": [
    ""back pain"",
    ""fatigue""
  ],
  ""condition"": ""Hypertension"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"My 4-year-old daughter has been complaining of intermittent ear pain and slight hearing loss, but no fever or discharge—should I be worried?","{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""ENT"",
    ""Urgent Care""
  ],
  ""symptoms"": [
    ""ear pain"",
    ""slight hearing loss""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
my daughter took her amoxicillin last night but she threw up after and now im worried she missed the dose. should i give her more today or wait? its the first day she started it.,"{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Pharmacy"",
    ""Infectious Disease""
  ],
  ""symptoms"": [
    ""vomiting""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
my wife keeps waking up in the night with her chest feeling tight like she cant breathe good is that serious or should i take her to er?,"{
  ""department"": ""Emergency Medicine"",
  ""accepted_department"": [
    ""Emergency Medicine"",
    ""Pulmonology"",
    ""Cardiology""
  ],
  ""symptoms"": [
    ""chest tightness"",
    ""difficulty breathing""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""High""
}"
"My husband started taking gabapentin 300mg for his neuropathy last month, and lately he's been experiencing persistent dizziness and some interference with his coordination. Is this expected? Should he adjust the dose or stop?","{
  ""department"": ""Neurology"",
  ""accepted_department"": [
    ""Neurology"",
    ""Pharmacy"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""dizziness"",
    ""coordination interference""
  ],
  ""condition"": ""Neuropathy"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Dear Doctor, I take blood pressure medicine, like lisinopril, but I keep feeling dizzy when I stand up fast. Is that normal? Should I do something about it? Thanks.","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Neurology""
  ],
  ""symptoms"": [
    ""dizziness""
  ],
  ""condition"": ""Hypertension"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
my wife says her back hurts but more on the side like near her waist i think but shes not sure its been hurting her for a few days now and she also said she feels real tired and sometimes kinda sick like she got the flu but not sure if its that or sumthin else she finally let me message bc she dont like goin to the doctor but idk what to do or if she should see someone or take somethin to make it better.,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Internal Medicine"",
    ""Pain Management""
  ],
  ""symptoms"": [
    ""back pain"",
    ""fatigue"",
    ""nausea""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"my wife keeps havin this weird pain in her side but she says it’s not her kidneys, could it be somethin serious?","{
  ""department"": ""Internal Medicine"",
  ""accepted_department"": [
    ""Internal Medicine"",
    ""Emergency Medicine"",
    ""Surgery""
  ],
  ""symptoms"": [
    ""pain in her side""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
my dad (74) started taking lisinopril 10 mg a week ago for high BP but now he keeps feeling dizzy and lightheaded w/ slight headache. is that normal or should I stop it? he’s also on diuretic but only takes that sometimes. thx,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""dizziness"",
    ""lightheadedness"",
    ""slight headache""
  ],
  ""condition"": ""High blood pressure"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Hello, my husband recently started taking Losartan 50 mg last month and has been experiencing persistent dizziness and fatigue. Are these common side effects, or should we be concerned? Thank you for your guidance.","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Pharmacology""
  ],
  ""symptoms"": [
    ""dizziness"",
    ""fatigue""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
